grade,subject,chapter,step_title,sections_found,sections_total,missing_sections,overall_score,critical,high,audited_at
Grade 5,Hindi,3. चाँद का कु रता,What We Learn,7,8,introduction,49,2,4,2026-06-29T11:19:26.593389+00:00
Grade 5,Hindi,4. साङके न,What We Learn,7,8,introduction,54,2,3,2026-06-29T11:19:26.594330+00:00
Grade 5,Hindi,4. साङके न,Recap,8,8,,50,2,6,2026-06-29T11:19:26.595205+00:00
Grade 5,Hindi,4. साङके न,Worked Examples,7,8,introduction,44,5,7,2026-06-29T11:19:26.595983+00:00
Grade 5,Hindi,5. सुंदरिया,What We Learn,7,8,introduction,44,3,6,2026-06-29T11:19:26.597181+00:00
Grade 5,Hindi,5. सुंदरिया,Recap,7,8,introduction,44,3,5,2026-06-29T11:19:26.598352+00:00
Grade 5,Hindi,5. सुंदरिया,Worked Examples,7,8,introduction,44,3,8,2026-06-29T11:19:26.599509+00:00
Grade 5,Hindi,6. चतुर चित्रकार,What We Learn,7,8,introduction,52,1,6,2026-06-29T11:19:26.600707+00:00
Grade 5,Hindi,6. चतुर चित्रकार,Worked Examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.601749+00:00
Grade 5,Hindi,6. चतुर चित्रकार,Recap,7,8,introduction,44,2,6,2026-06-29T11:19:26.602622+00:00
Grade 5,Hindi,7. मेरा बचपन,Worked Examples,7,8,introduction,44,2,7,2026-06-29T11:19:26.603608+00:00
Grade 5,Hindi,7. मेरा बचपन,What We Learn,8,8,,52,1,7,2026-06-29T11:19:26.604615+00:00
Grade 5,Hindi,7. मेरा बचपन,Recap,7,8,introduction,44,2,7,2026-06-29T11:19:26.605518+00:00
Grade 5,Hindi,8. काजीरंगा राष्ट्ीय उद्ान की यात्,Worked Examples,7,8,introduction,44,3,3,2026-06-29T11:19:26.606585+00:00
Grade 5,Hindi,8. काजीरंगा राष्ट्ीय उद्ान की यात्,What We Learn,7,8,introduction,44,1,8,2026-06-29T11:19:26.607853+00:00
Grade 5,Hindi,8. काजीरंगा राष्ट्ीय उद्ान की यात्,Recap,7,8,introduction,44,2,5,2026-06-29T11:19:26.608727+00:00
Grade 5,Hindi,9. न्याय,Worked Examples,7,8,introduction,44,2,7,2026-06-29T11:19:26.609724+00:00
Grade 5,Hindi,9. न्याय,What We Learn,7,8,introduction,44,2,6,2026-06-29T11:19:26.610663+00:00
Grade 5,Hindi,9. न्याय,Recap,7,8,introduction,44,3,5,2026-06-29T11:19:26.611631+00:00
Grade 5,Maths,Chapter 1: We the Travellers — I,Recap,7,8,introduction,44,3,5,2026-06-29T11:19:26.612739+00:00
Grade 5,Maths,Chapter 1: We the Travellers — I,Worked Examples,7,8,introduction,44,3,5,2026-06-29T11:19:26.614110+00:00
Grade 5,Maths,Chapter 1: We the Travellers — I,What We Learn,7,8,introduction,44,3,5,2026-06-29T11:19:26.615290+00:00
Grade 5,Maths,Chapter 10: Symmetrical Designs,Worked Examples,7,8,introduction,44,2,5,2026-06-29T11:19:26.616387+00:00
Grade 5,Maths,Chapter 10: Symmetrical Designs,What We Learn,7,8,introduction,44,3,5,2026-06-29T11:19:26.617408+00:00
Grade 5,Maths,Chapter 10: Symmetrical Designs,Recap,7,8,introduction,44,4,5,2026-06-29T11:19:26.618245+00:00
Grade 5,Maths,Chapter 11: Grandmother’s Quilt,What We Learn,7,8,introduction,49,2,4,2026-06-29T11:19:26.619536+00:00
Grade 5,Maths,Chapter 11: Grandmother’s Quilt,Worked Examples,7,8,introduction,44,3,7,2026-06-29T11:19:26.620697+00:00
Grade 5,Maths,Chapter 11: Grandmother’s Quilt,Recap,7,8,introduction,44,5,5,2026-06-29T11:19:26.621424+00:00
Grade 5,Maths,Chapter 12: Racing Seconds,Worked Examples,7,8,introduction,44,4,3,2026-06-29T11:19:26.622479+00:00
Grade 5,Maths,Chapter 12: Racing Seconds,Recap,7,8,introduction,44,3,6,2026-06-29T11:19:26.623231+00:00
Grade 5,Maths,Chapter 12: Racing Seconds,What We Learn,7,8,introduction,44,2,7,2026-06-29T11:19:26.624708+00:00
Grade 5,Maths,Chapter 13: Animal Jumps,Worked Examples,7,8,introduction,52,1,6,2026-06-29T11:19:26.625938+00:00
Grade 5,Maths,Chapter 13: Animal Jumps,What We Learn,7,8,introduction,44,3,5,2026-06-29T11:19:26.626900+00:00
Grade 5,Maths,Chapter 13: Animal Jumps,Recap,7,8,introduction,44,7,6,2026-06-29T11:19:26.627973+00:00
Grade 5,Maths,Chapter 14: Maps and Locations,Worked Examples,7,8,introduction,52,1,6,2026-06-29T11:19:26.629199+00:00
Grade 5,Maths,Chapter 14: Maps and Locations,Recap,7,8,introduction,44,4,5,2026-06-29T11:19:26.630055+00:00
Grade 5,Maths,Chapter 14: Maps and Locations,What We Learn,7,8,introduction,46,1,7,2026-06-29T11:19:26.631169+00:00
Grade 5,Maths,Chapter 15: Data Through Pictures,Worked Examples,7,8,introduction,44,6,5,2026-06-29T11:19:26.632687+00:00
Grade 5,Maths,Chapter 15: Data Through Pictures,What We Learn,7,8,introduction,44,8,6,2026-06-29T11:19:26.633923+00:00
Grade 5,Maths,Chapter 15: Data Through Pictures,Recap,7,8,introduction,44,8,8,2026-06-29T11:19:26.634764+00:00
Grade 5,Maths,Chapter 2: Fractions,What We Learn,7,8,introduction,44,3,3,2026-06-29T11:19:26.635913+00:00
Grade 5,Maths,Chapter 2: Fractions,Recap,7,8,introduction,44,2,5,2026-06-29T11:19:26.637128+00:00
Grade 5,Maths,Chapter 2: Fractions,Worked Examples,7,8,introduction,44,3,4,2026-06-29T11:19:26.638357+00:00
Grade 5,Maths,Chapter 3: Angles as Turns,Worked Examples,7,8,introduction,44,3,3,2026-06-29T11:19:26.639612+00:00
Grade 5,Maths,Chapter 3: Angles as Turns,Recap,7,8,introduction,44,3,4,2026-06-29T11:19:26.640765+00:00
Grade 5,Maths,Chapter 3: Angles as Turns,What We Learn,6,8,introduction;what you will learn,38,8,4,2026-06-29T11:19:26.642391+00:00
Grade 5,Maths,Chapter 4: We the Travellers — II,Worked Examples,7,8,introduction,44,4,5,2026-06-29T11:19:26.643207+00:00
Grade 5,Maths,Chapter 4: We the Travellers — II,Recap,7,8,introduction,44,2,7,2026-06-29T11:19:26.644495+00:00
Grade 5,Maths,Chapter 4: We the Travellers — II,What We Learn,7,8,introduction,44,6,5,2026-06-29T11:19:26.645699+00:00
Grade 5,Maths,Chapter 5: Far and Near,What We Learn,7,8,introduction,44,4,4,2026-06-29T11:19:26.646916+00:00
Grade 5,Maths,Chapter 5: Far and Near,Worked Examples,7,8,introduction,44,4,6,2026-06-29T11:19:26.647873+00:00
Grade 5,Maths,Chapter 5: Far and Near,Recap,7,8,introduction,44,7,8,2026-06-29T11:19:26.648906+00:00
Grade 5,Maths,Chapter 6: The Dairy Farm,What We Learn,7,8,introduction,44,6,5,2026-06-29T11:19:26.650193+00:00
Grade 5,Maths,Chapter 6: The Dairy Farm,Worked Examples,7,8,introduction,44,8,4,2026-06-29T11:19:26.651258+00:00
Grade 5,Maths,Chapter 6: The Dairy Farm,Recap,7,8,introduction,44,6,7,2026-06-29T11:19:26.653230+00:00
Grade 5,Maths,Chapter 7: Shapes and Patterns,Recap,7,8,introduction,44,5,6,2026-06-29T11:19:26.654095+00:00
Grade 5,Maths,Chapter 7: Shapes and Patterns,Worked Examples,7,8,introduction,44,4,6,2026-06-29T11:19:26.655108+00:00
Grade 5,Maths,Chapter 7: Shapes and Patterns,What We Learn,7,8,introduction,44,2,6,2026-06-29T11:19:26.656390+00:00
Grade 5,Maths,Chapter 8: Weight and Capacity,Recap,7,8,introduction,44,5,6,2026-06-29T11:19:26.657168+00:00
Grade 5,Maths,Chapter 8: Weight and Capacity,What We Learn,7,8,introduction,44,7,7,2026-06-29T11:19:26.658410+00:00
Grade 5,Maths,Chapter 8: Weight and Capacity,Worked Examples,7,8,introduction,44,4,6,2026-06-29T11:19:26.659783+00:00
Grade 5,Maths,Chapter 9: Coconut Farm,Recap,7,8,introduction,44,4,4,2026-06-29T11:19:26.661121+00:00
Grade 5,Maths,Chapter 9: Coconut Farm,Worked Examples,7,8,introduction,44,3,3,2026-06-29T11:19:26.662462+00:00
Grade 5,Maths,Chapter 9: Coconut Farm,What We Learn,7,8,introduction,44,8,5,2026-06-29T11:19:26.663966+00:00
Grade 6,English,Unit 1: Fables and Folk Tales,Worked examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.665104+00:00
Grade 6,English,Unit 1: Fables and Folk Tales,Revision and recap,7,8,introduction,44,5,5,2026-06-29T11:19:26.665889+00:00
Grade 6,English,Unit 1: Fables and Folk Tales,Concept introduction,8,8,,50,4,3,2026-06-29T11:19:26.666827+00:00
Grade 6,English,Unit 1: Fables and Folk Tales,Core explanation,8,8,,50,3,3,2026-06-29T11:19:26.667664+00:00
Grade 6,English,Unit 2: Friendship,Worked examples,7,8,introduction,44,4,4,2026-06-29T11:19:26.668623+00:00
Grade 6,English,Unit 2: Friendship,Concept introduction,8,8,,50,5,4,2026-06-29T11:19:26.669326+00:00
Grade 6,English,Unit 2: Friendship,Core explanation,7,8,introduction,44,3,7,2026-06-29T11:19:26.670268+00:00
Grade 6,English,Unit 2: Friendship,Revision and recap,7,8,introduction,44,5,4,2026-06-29T11:19:26.670888+00:00
Grade 6,English,Unit 3: Nurturing Nature,Revision and recap,7,8,introduction,44,3,5,2026-06-29T11:19:26.671961+00:00
Grade 6,English,Unit 3: Nurturing Nature,Core explanation,7,8,introduction,44,2,6,2026-06-29T11:19:26.673073+00:00
Grade 6,English,Unit 3: Nurturing Nature,Concept introduction,8,8,,50,4,6,2026-06-29T11:19:26.674109+00:00
Grade 6,English,Unit 3: Nurturing Nature,Worked examples,7,8,introduction,44,7,6,2026-06-29T11:19:26.675480+00:00
Grade 6,English,Unit 4: Sports and Wellness,Worked examples,7,8,introduction,44,5,6,2026-06-29T11:19:26.676465+00:00
Grade 6,English,Unit 4: Sports and Wellness,Concept introduction,8,8,,50,3,6,2026-06-29T11:19:26.677343+00:00
Grade 6,English,Unit 4: Sports and Wellness,Revision and recap,7,8,introduction,56,1,5,2026-06-29T11:19:26.678449+00:00
Grade 6,English,Unit 4: Sports and Wellness,Core explanation,7,8,introduction,44,3,4,2026-06-29T11:19:26.679716+00:00
Grade 6,English,Unit 5: Culture and Tradition,Core explanation,7,8,introduction,44,3,6,2026-06-29T11:19:26.680853+00:00
Grade 6,English,Unit 5: Culture and Tradition,Worked examples,7,8,introduction,44,9,9,2026-06-29T11:19:26.681831+00:00
Grade 6,English,Unit 5: Culture and Tradition,Concept introduction,8,8,,50,3,5,2026-06-29T11:19:26.682783+00:00
Grade 6,English,Unit 5: Culture and Tradition,Revision and recap,8,8,,50,3,6,2026-06-29T11:19:26.683530+00:00
Grade 6,Hindi,1. मातृभूमि,Core explanation,7,8,introduction,44,3,5,2026-06-29T11:19:26.684705+00:00
Grade 6,Hindi,1. मातृभूमि,Worked examples,7,8,introduction,44,4,7,2026-06-29T11:19:26.685899+00:00
Grade 6,Hindi,1. मातृभूमि,Concept introduction,8,8,,50,3,3,2026-06-29T11:19:26.686825+00:00
Grade 6,Hindi,1. मातृभूमि,Revision and recap,7,8,introduction,44,3,6,2026-06-29T11:19:26.687684+00:00
Grade 6,Hindi,10. परीक्ा,Core explanation,7,8,introduction,44,3,3,2026-06-29T11:19:26.688554+00:00
Grade 6,Hindi,10. परीक्ा,Revision and recap,7,8,introduction,44,3,3,2026-06-29T11:19:26.689289+00:00
Grade 6,Hindi,10. परीक्ा,Concept introduction,8,8,,50,3,5,2026-06-29T11:19:26.690163+00:00
Grade 6,Hindi,10. परीक्ा,Worked examples,7,8,introduction,44,4,6,2026-06-29T11:19:26.691108+00:00
Grade 6,Hindi,11. चेतक की वीरता,Core explanation,7,8,introduction,44,4,3,2026-06-29T11:19:26.692157+00:00
Grade 6,Hindi,11. चेतक की वीरता,Revision and recap,7,8,introduction,44,2,5,2026-06-29T11:19:26.693037+00:00
Grade 6,Hindi,11. चेतक की वीरता,Worked examples,7,8,introduction,44,4,5,2026-06-29T11:19:26.693900+00:00
Grade 6,Hindi,11. चेतक की वीरता,Concept introduction,8,8,,50,3,3,2026-06-29T11:19:26.694787+00:00
Grade 6,Hindi,12. हिंद महासागर में छोटा-सा हिंदुस्ान,Concept introduction,8,8,,65,2,2,2026-06-29T11:19:26.695730+00:00
Grade 6,Hindi,12. हिंद महासागर में छोटा-सा हिंदुस्ान,Worked examples,7,8,introduction,44,6,6,2026-06-29T11:19:26.696725+00:00
Grade 6,Hindi,12. हिंद महासागर में छोटा-सा हिंदुस्ान,Revision and recap,7,8,introduction,44,4,3,2026-06-29T11:19:26.697781+00:00
Grade 6,Hindi,12. हिंद महासागर में छोटा-सा हिंदुस्ान,Core explanation,7,8,introduction,44,4,4,2026-06-29T11:19:26.699058+00:00
Grade 6,Hindi,13. पेड़ की बात,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:26.700264+00:00
Grade 6,Hindi,13. पेड़ की बात,Worked examples,8,8,,50,5,4,2026-06-29T11:19:26.701143+00:00
Grade 6,Hindi,13. पेड़ की बात,Concept introduction,7,8,introduction,44,3,3,2026-06-29T11:19:26.702269+00:00
Grade 6,Hindi,13. पेड़ की बात,Revision and recap,7,8,introduction,44,4,5,2026-06-29T11:19:26.703274+00:00
Grade 6,Hindi,2. गोल,Core explanation,7,8,introduction,44,3,3,2026-06-29T11:19:26.704257+00:00
Grade 6,Hindi,2. गोल,Worked examples,7,8,introduction,49,2,4,2026-06-29T11:19:26.705298+00:00
Grade 6,Hindi,2. गोल,Concept introduction,8,8,,50,3,3,2026-06-29T11:19:26.706086+00:00
Grade 6,Hindi,2. गोल,Revision and recap,0,8,introduction;what you will learn;simple explanation;step-by-step breakdown;worked example;common mistake;quick check question;summary,0,8,0,2026-06-29T11:19:26.707406+00:00
Grade 6,Hindi,3. पहली बूँद,Worked examples,7,8,introduction,52,1,6,2026-06-29T11:19:26.708664+00:00
Grade 6,Hindi,3. पहली बूँद,Revision and recap,8,8,,82,1,1,2026-06-29T11:19:26.711313+00:00
Grade 6,Hindi,3. पहली बूँद,Core explanation,8,8,,50,3,5,2026-06-29T11:19:26.712145+00:00
Grade 6,Hindi,3. पहली बूँद,Concept introduction,8,8,,52,3,2,2026-06-29T11:19:26.713190+00:00
Grade 6,Hindi,4. हार की जीत,Core explanation,7,8,introduction,44,3,5,2026-06-29T11:19:26.714470+00:00
Grade 6,Hindi,4. हार की जीत,Revision and recap,0,8,introduction;what you will learn;simple explanation;step-by-step breakdown;worked example;common mistake;quick check question;summary,0,8,0,2026-06-29T11:19:26.715710+00:00
Grade 6,Hindi,4. हार की जीत,Concept introduction,8,8,,50,3,5,2026-06-29T11:19:26.716609+00:00
Grade 6,Hindi,4. हार की जीत,Worked examples,7,8,introduction,44,4,7,2026-06-29T11:19:26.717435+00:00
Grade 6,Hindi,5. रहीम के दोहे,Core explanation,7,8,introduction,44,3,3,2026-06-29T11:19:26.718792+00:00
Grade 6,Hindi,5. रहीम के दोहे,Worked examples,7,8,introduction,44,2,7,2026-06-29T11:19:26.719822+00:00
Grade 6,Hindi,5. रहीम के दोहे,Concept introduction,8,8,,50,3,4,2026-06-29T11:19:26.720746+00:00
Grade 6,Hindi,5. रहीम के दोहे,Revision and recap,7,8,introduction,44,3,5,2026-06-29T11:19:26.721680+00:00
Grade 6,Hindi,6. मेरी माँ,Concept introduction,7,8,introduction,49,2,4,2026-06-29T11:19:26.723010+00:00
Grade 6,Hindi,6. मेरी माँ,Revision and recap,7,8,introduction,44,4,6,2026-06-29T11:19:26.724003+00:00
Grade 6,Hindi,6. मेरी माँ,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.725109+00:00
Grade 6,Hindi,6. मेरी माँ,Worked examples,7,8,introduction,52,1,6,2026-06-29T11:19:26.726514+00:00
Grade 6,Hindi,7. जलाते चलो,Worked examples,7,8,introduction,52,1,6,2026-06-29T11:19:26.727875+00:00
Grade 6,Hindi,7. जलाते चलो,Concept introduction,8,8,,50,2,5,2026-06-29T11:19:26.728818+00:00
Grade 6,Hindi,7. जलाते चलो,Revision and recap,0,8,introduction;what you will learn;simple explanation;step-by-step breakdown;worked example;common mistake;quick check question;summary,0,8,0,2026-06-29T11:19:26.730027+00:00
Grade 6,Hindi,7. जलाते चलो,Core explanation,7,8,introduction,44,3,3,2026-06-29T11:19:26.731109+00:00
Grade 6,Hindi,8. समरिया और मबहू नृत्य,Revision and recap,7,8,introduction,44,3,4,2026-06-29T11:19:26.732355+00:00
Grade 6,Hindi,8. समरिया और मबहू नृत्य,Worked examples,7,8,introduction,44,4,5,2026-06-29T11:19:26.733374+00:00
Grade 6,Hindi,8. समरिया और मबहू नृत्य,Core explanation,7,8,introduction,44,3,5,2026-06-29T11:19:26.734596+00:00
Grade 6,Hindi,8. समरिया और मबहू नृत्य,Concept introduction,8,8,,50,3,3,2026-06-29T11:19:26.735439+00:00
Grade 6,Hindi,9. मैया मैं नमहं माखन खायो,Core explanation,7,8,introduction,44,3,3,2026-06-29T11:19:26.736705+00:00
Grade 6,Hindi,9. मैया मैं नमहं माखन खायो,Concept introduction,7,8,introduction,44,2,5,2026-06-29T11:19:26.737607+00:00
Grade 6,Hindi,9. मैया मैं नमहं माखन खायो,Revision and recap,7,8,introduction,44,4,3,2026-06-29T11:19:26.738434+00:00
Grade 6,Hindi,9. मैया मैं नमहं माखन खायो,Worked examples,7,8,introduction,44,4,5,2026-06-29T11:19:26.739366+00:00
Grade 6,Maths,Chapter 1 Patterns in Mathematics,Worked examples,3,8,introduction;what you will learn;step-by-step breakdown;common mistake;summary,19,7,2,2026-06-29T11:19:26.740390+00:00
Grade 6,Maths,Chapter 1 Patterns in Mathematics,Concept introduction,8,8,,50,4,3,2026-06-29T11:19:26.741428+00:00
Grade 6,Maths,Chapter 1 Patterns in Mathematics,Core explanation,7,8,introduction,44,8,5,2026-06-29T11:19:26.742794+00:00
Grade 6,Maths,Chapter 1 Patterns in Mathematics,Revision and recap,7,8,introduction,44,7,6,2026-06-29T11:19:26.743984+00:00
Grade 6,Maths,Chapter 10 The Other Side of Zero,Revision and recap,7,8,introduction,44,7,5,2026-06-29T11:19:26.745343+00:00
Grade 6,Maths,Chapter 10 The Other Side of Zero,Concept introduction,7,8,introduction,44,3,4,2026-06-29T11:19:26.746420+00:00
Grade 6,Maths,Chapter 10 The Other Side of Zero,Worked examples,7,8,introduction,44,4,5,2026-06-29T11:19:26.747543+00:00
Grade 6,Maths,Chapter 10 The Other Side of Zero,Core explanation,7,8,introduction,44,3,6,2026-06-29T11:19:26.748904+00:00
Grade 6,Maths,Chapter 2 Lines and Angles,Worked examples,7,8,introduction,44,3,3,2026-06-29T11:19:26.750178+00:00
Grade 6,Maths,Chapter 2 Lines and Angles,Core explanation,7,8,introduction,44,8,4,2026-06-29T11:19:26.751432+00:00
Grade 6,Maths,Chapter 2 Lines and Angles,Revision and recap,7,8,introduction,44,7,4,2026-06-29T11:19:26.752738+00:00
Grade 6,Maths,Chapter 2 Lines and Angles,Concept introduction,8,8,,50,8,4,2026-06-29T11:19:26.753919+00:00
Grade 6,Maths,Chapter 3 Number Play,Core explanation,7,8,introduction,44,9,6,2026-06-29T11:19:26.755036+00:00
Grade 6,Maths,Chapter 3 Number Play,Concept introduction,7,8,introduction,44,8,6,2026-06-29T11:19:26.756405+00:00
Grade 6,Maths,Chapter 3 Number Play,Revision and recap,7,8,introduction,44,4,5,2026-06-29T11:19:26.757612+00:00
Grade 6,Maths,Chapter 3 Number Play,Worked examples,7,8,introduction,44,9,8,2026-06-29T11:19:26.758830+00:00
Grade 6,Maths,Chapter 4 Data Handling and Presentation,Worked examples,7,8,introduction,44,6,7,2026-06-29T11:19:26.759824+00:00
Grade 6,Maths,Chapter 4 Data Handling and Presentation,Revision and recap,7,8,introduction,44,8,8,2026-06-29T11:19:26.760863+00:00
Grade 6,Maths,Chapter 4 Data Handling and Presentation,Core explanation,7,8,introduction,44,6,4,2026-06-29T11:19:26.762184+00:00
Grade 6,Maths,Chapter 4 Data Handling and Presentation,Concept introduction,8,8,,50,4,6,2026-06-29T11:19:26.763156+00:00
Grade 6,Maths,Chapter 5 Prime Time,Concept introduction,7,8,introduction,44,3,5,2026-06-29T11:19:26.764177+00:00
Grade 6,Maths,Chapter 5 Prime Time,Worked examples,7,8,introduction,44,3,4,2026-06-29T11:19:26.765238+00:00
Grade 6,Maths,Chapter 5 Prime Time,Revision and recap,7,8,introduction,49,2,4,2026-06-29T11:19:26.767040+00:00
Grade 6,Maths,Chapter 5 Prime Time,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:26.767995+00:00
Grade 6,Maths,Chapter 6 Perimeter and Area,Revision and recap,7,8,introduction,44,3,6,2026-06-29T11:19:26.768687+00:00
Grade 6,Maths,Chapter 6 Perimeter and Area,Core explanation,7,8,introduction,44,3,6,2026-06-29T11:19:26.769553+00:00
Grade 6,Maths,Chapter 6 Perimeter and Area,Worked examples,7,8,introduction,44,5,6,2026-06-29T11:19:26.770457+00:00
Grade 6,Maths,Chapter 6 Perimeter and Area,Concept introduction,8,8,,95,0,1,2026-06-29T11:19:26.772609+00:00
Grade 6,Maths,Chapter 7 Fractions,Concept introduction,8,8,,50,4,5,2026-06-29T11:19:26.773682+00:00
Grade 6,Maths,Chapter 7 Fractions,Core explanation,7,8,introduction,44,9,5,2026-06-29T11:19:26.775143+00:00
Grade 6,Maths,Chapter 7 Fractions,Worked examples,7,8,introduction,44,9,6,2026-06-29T11:19:26.776234+00:00
Grade 6,Maths,Chapter 7 Fractions,Revision and recap,7,8,introduction,44,5,5,2026-06-29T11:19:26.777292+00:00
Grade 6,Maths,Chapter 8 Playing with Constructions,Concept introduction,8,8,,50,9,6,2026-06-29T11:19:26.778405+00:00
Grade 6,Maths,Chapter 8 Playing with Constructions,Worked examples,7,8,introduction,44,3,6,2026-06-29T11:19:26.779361+00:00
Grade 6,Maths,Chapter 8 Playing with Constructions,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.780632+00:00
Grade 6,Maths,Chapter 8 Playing with Constructions,Revision and recap,7,8,introduction,44,4,4,2026-06-29T11:19:26.781888+00:00
Grade 6,Maths,Chapter 9 Symmetry,Revision and recap,7,8,introduction,44,4,4,2026-06-29T11:19:26.782984+00:00
Grade 6,Maths,Chapter 9 Symmetry,Concept introduction,7,8,introduction,44,8,7,2026-06-29T11:19:26.784185+00:00
Grade 6,Maths,Chapter 9 Symmetry,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:26.785256+00:00
Grade 6,Maths,Chapter 9 Symmetry,Worked examples,5,8,introduction;what you will learn;common mistake,31,9,4,2026-06-29T11:19:26.786787+00:00
Grade 6,Science,Chapter 1: The Wonderful World of Science,Core explanation,7,8,introduction,44,3,5,2026-06-29T11:19:26.787664+00:00
Grade 6,Science,Chapter 1: The Wonderful World of Science,Concept introduction,7,8,introduction,44,3,6,2026-06-29T11:19:26.788456+00:00
Grade 6,Science,Chapter 1: The Wonderful World of Science,Revision and recap,7,8,introduction,44,2,5,2026-06-29T11:19:26.789703+00:00
Grade 6,Science,Chapter 1: The Wonderful World of Science,Worked examples,7,8,introduction,44,5,6,2026-06-29T11:19:26.790736+00:00
Grade 6,Science,Chapter 10: Living Creatures: Exploring their Characteristics,Concept introduction,7,8,introduction,44,4,5,2026-06-29T11:19:26.791658+00:00
Grade 6,Science,Chapter 10: Living Creatures: Exploring their Characteristics,Revision and recap,7,8,introduction,44,3,7,2026-06-29T11:19:26.792826+00:00
Grade 6,Science,Chapter 10: Living Creatures: Exploring their Characteristics,Worked examples,2,8,introduction;what you will learn;simple explanation;step-by-step breakdown;common mistake;summary,12,7,0,2026-06-29T11:19:26.793966+00:00
Grade 6,Science,Chapter 10: Living Creatures: Exploring their Characteristics,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:26.795002+00:00
Grade 6,Science,Chapter 11: Nature’s Treasures,Concept introduction,7,8,introduction,44,2,7,2026-06-29T11:19:26.796050+00:00
Grade 6,Science,Chapter 11: Nature’s Treasures,Worked examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.796992+00:00
Grade 6,Science,Chapter 11: Nature’s Treasures,Core explanation,7,8,introduction,44,3,5,2026-06-29T11:19:26.798131+00:00
Grade 6,Science,Chapter 11: Nature’s Treasures,Revision and recap,7,8,introduction,44,2,6,2026-06-29T11:19:26.799266+00:00
Grade 6,Science,Chapter 12: Beyond Earth,Concept introduction,7,8,introduction,59,2,2,2026-06-29T11:19:26.800587+00:00
Grade 6,Science,Chapter 12: Beyond Earth,Worked examples,7,8,introduction,44,7,4,2026-06-29T11:19:26.802129+00:00
Grade 6,Science,Chapter 12: Beyond Earth,Core explanation,7,8,introduction,44,3,5,2026-06-29T11:19:26.803458+00:00
Grade 6,Science,Chapter 12: Beyond Earth,Revision and recap,7,8,introduction,44,8,6,2026-06-29T11:19:26.804916+00:00
Grade 6,Science,Chapter 2: Diversity in the Living World,Core explanation,7,8,introduction,44,9,6,2026-06-29T11:19:26.806243+00:00
Grade 6,Science,Chapter 2: Diversity in the Living World,Concept introduction,8,8,,50,3,5,2026-06-29T11:19:26.807332+00:00
Grade 6,Science,Chapter 2: Diversity in the Living World,Worked examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.808176+00:00
